video_id,label,frames,label_id,shape,format,id
89599.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
89601.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
89604.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
89605.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
89606.0,Turning Hand Counterclockwise,37,22.0,"(100, 176)",JPEG,
89607.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
89611.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
89613.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
89614.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
89615.0,Doing other things,37,0.0,"(100, 176)",JPEG,
89617.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
89622.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
89623.0,No gesture,37,2.0,"(100, 176)",JPEG,
89627.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
89630.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
89631.0,Zooming In With Two Fingers,37,24.0,"(100, 132)",JPEG,
89634.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
89635.0,Swiping Down,37,15.0,"(100, 132)",JPEG,
89637.0,Doing other things,37,0.0,"(100, 176)",JPEG,
89638.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
89641.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
89644.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
89645.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
89646.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
89649.0,Doing other things,37,0.0,"(100, 176)",JPEG,
89657.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
89660.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
89661.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
89665.0,Doing other things,37,0.0,"(100, 176)",JPEG,
89666.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
89667.0,Sliding Two Fingers Left,37,11.0,"(100, 132)",JPEG,
89674.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
89682.0,Rolling Hand Backward,37,7.0,"(100, 132)",JPEG,
89684.0,Zooming Out With Two Fingers,37,26.0,"(100, 132)",JPEG,
89685.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
89688.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
89692.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
89695.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
89696.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
89697.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
89700.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
89701.0,Doing other things,37,0.0,"(100, 176)",JPEG,
89708.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
89711.0,Doing other things,37,0.0,"(100, 176)",JPEG,
89717.0,Swiping Right,37,17.0,"(100, 132)",JPEG,
89720.0,Zooming Out With Full Hand,37,25.0,"(100, 132)",JPEG,
89721.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
89722.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
89723.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
89725.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
89728.0,No gesture,37,2.0,"(100, 176)",JPEG,
89738.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
89740.0,Doing other things,37,0.0,"(100, 176)",JPEG,
89742.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
89746.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
89750.0,No gesture,37,2.0,"(100, 132)",JPEG,
89758.0,Zooming Out With Two Fingers,37,26.0,"(100, 132)",JPEG,
89760.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
89762.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
89768.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
89770.0,Doing other things,37,0.0,"(100, 176)",JPEG,
89772.0,Pulling Hand In,37,3.0,"(100, 132)",JPEG,
89773.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
89774.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
89776.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
89787.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
89789.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
89790.0,Doing other things,37,0.0,"(100, 176)",JPEG,
89792.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
89795.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
89798.0,Doing other things,37,0.0,"(100, 132)",JPEG,
89802.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
89803.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
89809.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
89815.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
89821.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
89823.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
89824.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
89835.0,Turning Hand Counterclockwise,37,22.0,"(100, 176)",JPEG,
89838.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
89842.0,Zooming Out With Full Hand,37,25.0,"(100, 132)",JPEG,
89848.0,No gesture,37,2.0,"(100, 132)",JPEG,
89852.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
89855.0,Doing other things,37,0.0,"(100, 176)",JPEG,
89857.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
89860.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
89861.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
89864.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
89868.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
89872.0,Pulling Two Fingers In,37,4.0,"(100, 132)",JPEG,
89873.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
89877.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
89880.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
89884.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
89892.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
89893.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
89894.0,Doing other things,37,0.0,"(100, 176)",JPEG,
89896.0,Rolling Hand Forward,37,8.0,"(100, 132)",JPEG,
89900.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
89901.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
89903.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
89904.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
89905.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
89907.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
89910.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
89916.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
89918.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
89920.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
89921.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
89926.0,No gesture,37,2.0,"(100, 132)",JPEG,
89927.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
89932.0,Sliding Two Fingers Down,37,10.0,"(100, 132)",JPEG,
89933.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
89938.0,Zooming In With Full Hand,37,23.0,"(100, 132)",JPEG,
89940.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
89941.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
89945.0,Zooming Out With Two Fingers,37,26.0,"(100, 132)",JPEG,
89949.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
89952.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
89954.0,Turning Hand Counterclockwise,37,22.0,"(100, 176)",JPEG,
89955.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
89956.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
89957.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
89965.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
89970.0,Turning Hand Counterclockwise,37,22.0,"(100, 176)",JPEG,
89971.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
89973.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
89980.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
89983.0,Turning Hand Counterclockwise,37,22.0,"(100, 132)",JPEG,
89985.0,Doing other things,37,0.0,"(100, 176)",JPEG,
89988.0,Thumb Down,37,19.0,"(100, 132)",JPEG,
89991.0,Pushing Hand Away,37,5.0,"(100, 132)",JPEG,
90003.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
90006.0,Rolling Hand Backward,37,7.0,"(100, 132)",JPEG,
90009.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
90010.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
90012.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
90013.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
90015.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
90018.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
90019.0,Thumb Down,37,19.0,"(100, 132)",JPEG,
90020.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
90025.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
90026.0,No gesture,37,2.0,"(100, 176)",JPEG,
90027.0,Thumb Down,37,19.0,"(100, 132)",JPEG,
90028.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
90033.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
90037.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
90038.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
90039.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
90041.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
90042.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
90043.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
90045.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
90046.0,Doing other things,37,0.0,"(100, 176)",JPEG,
90047.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
90051.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
90053.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
90055.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
90056.0,Thumb Down,37,19.0,"(100, 132)",JPEG,
90061.0,Drumming Fingers,37,1.0,"(100, 132)",JPEG,
90062.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
90063.0,Doing other things,37,0.0,"(100, 176)",JPEG,
90069.0,Swiping Left,37,16.0,"(100, 132)",JPEG,
90071.0,Doing other things,37,0.0,"(100, 176)",JPEG,
90079.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
90081.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
90085.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
90086.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
90088.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
90093.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
90095.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
90096.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
90097.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
90098.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
90103.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
90107.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
90109.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
90110.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
90118.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
90120.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
90123.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
90125.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
90128.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
90131.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
90139.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
90140.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
90141.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
90145.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
90146.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
90148.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
90150.0,Swiping Left,37,16.0,"(100, 132)",JPEG,
90152.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
90155.0,Doing other things,37,0.0,"(100, 176)",JPEG,
90159.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
90160.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
90164.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
90165.0,No gesture,37,2.0,"(100, 132)",JPEG,
90167.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
90175.0,Sliding Two Fingers Left,37,11.0,"(100, 132)",JPEG,
90179.0,Pulling Two Fingers In,37,4.0,"(100, 132)",JPEG,
90182.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
90194.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
90196.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
90198.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
90199.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
90200.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
90203.0,Stop Sign,37,14.0,"(100, 132)",JPEG,
90204.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
90207.0,Pulling Hand In,37,3.0,"(100, 132)",JPEG,
90208.0,No gesture,37,2.0,"(100, 176)",JPEG,
90212.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
90214.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
90215.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
90216.0,Doing other things,37,0.0,"(100, 132)",JPEG,
90217.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
90221.0,Sliding Two Fingers Right,37,12.0,"(100, 132)",JPEG,
90225.0,Doing other things,37,0.0,"(100, 176)",JPEG,
90226.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
90228.0,Turning Hand Counterclockwise,37,22.0,"(100, 176)",JPEG,
90230.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
90239.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
90242.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
90243.0,Turning Hand Counterclockwise,37,22.0,"(100, 176)",JPEG,
90244.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
90250.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
90259.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
90261.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
90262.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
90266.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
90272.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
90274.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
90275.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
90277.0,Sliding Two Fingers Left,37,11.0,"(100, 132)",JPEG,
90279.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
90280.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
90281.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
90283.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
90288.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
90291.0,Swiping Right,37,17.0,"(100, 132)",JPEG,
90294.0,Doing other things,37,0.0,"(100, 132)",JPEG,
90295.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
90296.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
90297.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
90298.0,Doing other things,37,0.0,"(100, 176)",JPEG,
90300.0,Pulling Hand In,37,3.0,"(100, 132)",JPEG,
90301.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
90308.0,Zooming In With Full Hand,37,23.0,"(100, 132)",JPEG,
90309.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
90310.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
90311.0,Turning Hand Counterclockwise,37,22.0,"(100, 132)",JPEG,
90314.0,Zooming In With Full Hand,37,23.0,"(100, 132)",JPEG,
90319.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
90320.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
90322.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
90325.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
90327.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
90329.0,Pulling Two Fingers In,37,4.0,"(100, 132)",JPEG,
90330.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
90331.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
90340.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
90345.0,Doing other things,37,0.0,"(100, 132)",JPEG,
90346.0,Doing other things,37,0.0,"(100, 176)",JPEG,
90350.0,Doing other things,37,0.0,"(100, 176)",JPEG,
90352.0,Doing other things,37,0.0,"(100, 176)",JPEG,
90353.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
90354.0,Pushing Hand Away,37,5.0,"(100, 132)",JPEG,
90357.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
90358.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
90359.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
90363.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
90366.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
90369.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
90371.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
90372.0,No gesture,37,2.0,"(100, 176)",JPEG,
90373.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
90377.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
90381.0,Doing other things,37,0.0,"(100, 176)",JPEG,
90386.0,Turning Hand Counterclockwise,37,22.0,"(100, 176)",JPEG,
90389.0,Doing other things,37,0.0,"(100, 176)",JPEG,
90390.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
90393.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
90394.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
90399.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
90401.0,Doing other things,37,0.0,"(100, 176)",JPEG,
90407.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
90409.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
90421.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
90422.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
90424.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
90426.0,Sliding Two Fingers Up,37,13.0,"(100, 132)",JPEG,
90427.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
90431.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
90434.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
90438.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
90443.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
90444.0,Swiping Left,37,16.0,"(100, 132)",JPEG,
90447.0,Doing other things,37,0.0,"(100, 176)",JPEG,
90448.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
90451.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
90453.0,Sliding Two Fingers Down,37,10.0,"(100, 132)",JPEG,
90454.0,Drumming Fingers,37,1.0,"(100, 132)",JPEG,
90458.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
90459.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
90460.0,No gesture,37,2.0,"(100, 176)",JPEG,
90461.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
90462.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
90464.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
90469.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
90470.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
90474.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
90480.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
90483.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
90485.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
90486.0,Sliding Two Fingers Right,37,12.0,"(100, 132)",JPEG,
90489.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
90490.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
90492.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
90493.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
90494.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
90496.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
90500.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
90504.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
90506.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
90507.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
90509.0,Swiping Up,37,18.0,"(100, 132)",JPEG,
90510.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
90512.0,Doing other things,37,0.0,"(100, 132)",JPEG,
90514.0,Doing other things,37,0.0,"(100, 176)",JPEG,
90516.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
90517.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
90520.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
90521.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
90522.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
90524.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
90528.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
90529.0,Doing other things,37,0.0,"(100, 176)",JPEG,
90530.0,Pushing Two Fingers Away,37,6.0,"(100, 132)",JPEG,
90532.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
90551.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
90552.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
90555.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
90562.0,Swiping Left,37,16.0,"(100, 132)",JPEG,
90565.0,Swiping Up,37,18.0,"(100, 132)",JPEG,
90572.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
90573.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
90574.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
90575.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
90579.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
90581.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
90582.0,Sliding Two Fingers Right,37,12.0,"(100, 132)",JPEG,
90587.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
90588.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
90589.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
90590.0,Sliding Two Fingers Right,37,12.0,"(100, 132)",JPEG,
90593.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
90597.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
90598.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
90599.0,Doing other things,37,0.0,"(100, 132)",JPEG,
90601.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
90602.0,Doing other things,37,0.0,"(100, 176)",JPEG,
90607.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
90610.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
90617.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
90636.0,Pushing Hand Away,37,5.0,"(100, 132)",JPEG,
90637.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
90639.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
90644.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
90645.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
90650.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
90658.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
90659.0,Turning Hand Clockwise,37,21.0,"(100, 132)",JPEG,
90660.0,Doing other things,37,0.0,"(100, 176)",JPEG,
90664.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
90666.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
90669.0,Doing other things,37,0.0,"(100, 176)",JPEG,
90670.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
90672.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
90675.0,Doing other things,37,0.0,"(100, 176)",JPEG,
90683.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
90685.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
90691.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
90693.0,Doing other things,37,0.0,"(100, 176)",JPEG,
90694.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
90703.0,Sliding Two Fingers Left,37,11.0,"(100, 132)",JPEG,
90704.0,Stop Sign,37,14.0,"(100, 132)",JPEG,
90706.0,Swiping Left,37,16.0,"(100, 132)",JPEG,
90710.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
90714.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
90715.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
90716.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
90718.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
90721.0,Swiping Up,37,18.0,"(100, 100)",JPEG,
90728.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
90731.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
90734.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
90735.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
90741.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
90742.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
90743.0,No gesture,37,2.0,"(100, 176)",JPEG,
